COUNTRY,CNT,EU,LEVEL,EXPLICIT,SCHOOLID,CLASSID,TEID,FSTWT,N_Teachers_Part,N_Students_Part,TE01Q01,TE01Q02,TE02Q01,TE03Q01,TE04Q01,TE04Q02,TE04Q03,TE05Q01,TE05Q02,TE06Q01,TE07Q01,TE08Q01,TE08Q02,TE08Q03,TE09Q01,TE09Q02,TE09Q03,TE09Q04,TE09Q05,TE09Q06,TE09Q07,TE09Q08,TE09Q09,TE10Q01,TE11Q01,TE12Q01,TE12Q02,TE13Q01,TE14Q01,TE14Q02,TE14Q03,TE14Q04,TE14Q05,TE14Q06,TE14Q07,TE14Q08,TE14Q09,TE14Q10,TE14Q11,TE15Q01,TE16Q01,TE16Q02,TE16Q03,TE16Q04,TE16Q05,TE17Q01,TE18Q01,TE18Q02,TE18Q03,TE18Q04,TE18Q05,TE18Q06,TE18Q07,TE18Q08,TE18Q09,TE18Q10,TE18Q11,TE19Q01,TE19Q02,TE19Q03,TE19Q04,TE20Q01,TE20Q02,TE20Q03,TE20Q04,TE20Q05,TE20Q06,TE20Q07,TE20Q08,TE20Q09,TE20Q10,TE20Q11,TE20Q12,TE20Q13,TE20Q14,TE20Q15,TE20Q16,TE20Q17,TE20Q18,TE20Q19,TE20Q20,TE20Q21,TE21Q01,TE21Q02,TE21Q03,TE21Q04,TE21Q05,TE21Q06,TE21Q07,TE21Q08,TE21Q09,TE21Q10,TE21Q11,TE22Q01,TE22Q02,TE22Q03,TE22Q04,TE22Q05,TE22Q06,TE22Q07,TE22Q08,TE22Q09,TE22Q10,TE22Q11,TE22Q12,TE22Q13,TE22Q14,TE22Q15,TE22Q16,TE22Q17,TE22Q18,TE22Q19,TE22Q20,TE23Q01,TE23Q02,TE23Q03,TE23Q04,TE23Q05,TE23Q06,TE23Q07,TE24Q01,TE24Q02,TE24Q03,TE24Q04,TE24Q05,TE24Q06,TE24Q07,TE24Q08,TE24Q09,TE24Q10,TE25Q01,TE26Q01,TE27Q01,TE28Q01,TE29Q01,TE14_ProfDev,TE18_TeachAct,TE20_Equip,TE20_Ped,TE20_Goal,TE21_StudCentered,TE21_TeachCentered,TE22_skills,TE22_Commun,TE24_Attitude,TE23_Opinion,DIGSUPTE_Cluster
Austria,11,1,ISCED3B,2,11402008,114020081,114020081103,465.8222,2,23,24,3,6,2,1,M,M,1,1,4,3,M,1,M,1,3,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,1,5,2,2,1,2,1,1,2,2,1,1,4,4,2,1,1,2,2,1,1,2,1,2,2,M,1,1,2,2,1,1,2,3,3,3,1,1,2,4,3,2,2,4,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,4,1,1,1,3,4,2,3,1,1,1,1,1,2,2,4,2,2,2,2,2,3,3,2,1,2,2,2,2,2,2,1,2,1,5,4,5,1,0.27,2.00,3.17,2.86,1.75,3.50,4.00,3.00,4.00,3.13,2.71,1
Austria,11,1,ISCED3B,2,11402009,114020091,114020091101,465.8222,2,16,0,16,2,2,M,1,M,1,M,4,3,M,M,1,M,M,M,2,M,M,M,M,M,2,2,1,1,1,M,M,1,1,M,M,M,M,M,M,M,3,4,2,M,M,M,1,3,M,3,3,M,M,3,M,M,3,M,1,M,M,M,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,M,2,M,1,1,M,2,M,1,1,1,2,1,M,1,1,1,3,4,2,2,M,M,M,M,2,3,2,3,2,2,2,2,2,1,2,2,1,2,1,1,2,2,2,1,2,1,6,M,5,1,C,C,1.00,1.00,1.00,3.11,3.50,3.17,C,3.38,3.14,4
Austria,11,1,ISCED3B,2,11402009,114020091,114020091102,465.8222,2,16,0,16,3,2,2,2,1,1,1,4,3,1,2,1,1,1,3,3,1,1,2,2,1,2,2,1,1,2,2,2,2,2,1,1,2,2,1,1,1,5,1,1,1,1,1,1,2,4,4,4,4,4,4,3,1,1,3,1,1,2,2,4,4,4,2,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,1,2,1,2,2,2,2,3,3,3,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,1,1,1,2,1,1,1,1,1,2,2,1,1,3,2,5,4,5,1,0.45,3.09,1.33,1.57,1.00,2.50,3.40,3.92,3.33,3.75,3.43,4
Austria,11,1,ISCED3B,3,11403006,114030061,114030061101,241.7122,3,21,14,10,3,2,2,1,1,1,2,3,6,2,1,2,3,4,2,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,4,1,2,1,1,1,1,1,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,4,3,1,3,1,3,2,2,3,3,1,4,4,2,2,3,1,1,2,2,1,3,1,4,3,3,2,1,1,2,2,4,4,1,1,1,1,2,4,2,4,4,1,3,2,2,4,4,4,3,4,4,1,3,2,2,2,2,4,3,3,2,2,3,1,3,2,5,1,0.18,1.36,3.33,2.86,1.75,2.17,3.80,3.00,1.67,2.50,1.71,1
Austria,11,1,ISCED3B,3,11403006,114030061,114030061102,241.7122,3,21,14,10,5,2,1,M,M,1,1,4,1,1,M,1,M,3,M,M,M,M,3,2,3,2,2,1,2,2,2,2,1,1,2,2,1,1,2,2,2,5,2,2,1,1,1,1,4,4,3,4,4,4,4,3,2,3,2,1,1,1,1,4,4,3,2,4,2,3,3,3,3,4,4,4,4,3,3,4,4,3,3,4,1,1,2,2,1,2,2,3,2,2,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,3,4,2,2,3,1,2,1,1,1,2,2,2,2,3,1,M,1,3,2,5,1,0.36,3.36,1.83,1.57,1.25,2.50,3.60,3.92,4.00,3.25,2.57,4
Austria,11,1,ISCED3B,3,11403006,114030061,114030061103,241.7122,3,21,12,15,5,2,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,C,C,C,C,C,C,C,C,C,C,C,C
Austria,11,1,ISCED3B,3,11403012,114030121,114030121101,241.7122,3,22,15,7,6,2,1,M,M,1,1,4,3,M,1,M,1,3,2,2,1,1,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,1,2,2,3,2,2,1,1,1,1,3,2,2,2,1,3,2,1,1,1,1,1,1,2,1,2,2,2,1,1,3,4,4,3,4,4,4,4,3,2,2,4,4,4,4,4,1,3,1,1,2,1,4,3,3,3,4,1,1,2,3,4,1,1,1,2,4,2,3,3,4,4,2,3,2,2,4,2,2,1,2,3,2,3,2,1,2,1,3,2,3,2,1,2,2,4,3,5,2,0.27,1.73,3.17,1.14,1.00,2.50,2.80,2.83,1.33,3.00,2.86,2
Austria,11,1,ISCED3B,3,11403012,114030121,114030121102,241.7122,3,22,15,7,2,2,1,2,2,1,1,4,4,2,1,2,2,2,1,1,1,1,1,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,1,2,2,4,2,2,1,1,1,1,2,4,1,2,1,2,1,1,1,2,1,1,1,2,1,2,2,3,4,4,3,4,4,4,3,4,3,4,4,2,3,4,4,4,4,4,1,3,2,2,2,2,4,3,4,4,4,1,1,1,2,4,1,1,1,1,4,1,2,2,2,1,1,1,2,1,4,2,2,1,1,2,2,2,2,1,2,2,1,2,2,2,2,3,1,3,2,5,1,0.36,1.64,2.00,1.29,1.00,1.83,2.60,3.33,3.33,3.25,3.29,4
Austria,11,1,ISCED3B,3,11403012,114030121,114030121103,241.7122,3,22,15,7,5,2,1,M,M,1,1,4,4,2,1,2,3,3,2,2,1,1,M,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,M,2,M,3,2,1,3,1,1,1,1,1,1,2,2,2,1,1,1,4,4,M,2,2,2,1,2,4,4,4,1,1,4,4,4,4,4,1,1,2,2,2,2,1,3,1,2,2,1,1,2,3,3,1,1,1,1,3,3,3,2,4,2,2,2,2,2,4,3,3,3,1,1,2,2,2,1,2,2,2,2,2,3,1,1,2,4,4,5,1,0.00,1.67,2.70,2.57,1.00,3.00,3.60,3.00,2.33,3.00,2.86,2
Austria,11,1,ISCED3B,3,11403013,114030131,114030131101,241.7122,3,20,11,9,5,2,1,M,M,1,1,4,2,1,2,1,3,3,3,3,4,4,3,3,2,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,5,3,4,1,4,2,1,2,2,2,3,3,3,3,2,1,3,3,1,1,1,1,2,1,2,1,2,1,2,2,2,2,3,2,2,1,2,2,3,3,2,2,4,1,1,2,2,2,3,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,3,1,1,1,1,2,1,2,1,1,1,2,3,3,5,1,0.82,2.45,3.50,2.86,2.00,2.83,3.40,4.00,4.00,3.75,3.00,3
Austria,11,1,ISCED3B,3,11403013,114030131,114030131102,241.7122,3,20,11,9,5,3,1,M,M,1,1,4,1,1,M,1,M,3,3,3,1,1,3,2,2,1,2,1,2,1,1,1,2,1,1,2,2,2,1,2,2,3,4,2,M,M,M,1,4,4,4,3,4,4,4,1,3,4,1,1,1,1,1,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,1,1,2,2,2,1,1,2,1,1,3,1,1,2,1,4,2,1,1,1,3,2,3,3,4,3,4,3,2,2,1,M,M,M,M,M,M,M,1,1,1,1,1,2,3,2,1,2,1,5,4,5,1,0.45,3.27,1.17,1.14,1.00,3.33,3.60,2.92,1.67,3.50,C,2
Austria,11,1,ISCED3B,3,11403013,114030131,114030131103,241.7122,3,20,11,9,5,2,M,1,M,1,1,4,1,1,2,1,1,1,3,3,1,1,3,2,2,2,1,1,2,2,2,1,2,1,1,2,2,2,1,2,1,5,1,2,3,4,1,1,1,2,2,1,2,2,1,2,2,1,2,1,1,1,2,4,4,3,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,1,1,1,3,1,2,1,2,1,1,2,1,1,3,2,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,2,3,2,1,1,2,2,1,1,2,1,1,2,1,3,2,5,1,0.45,1.64,1.17,1.57,1.00,3.17,4.00,3.75,3.00,3.63,3.43,4
Austria,11,1,ISCED3B,3,11403016,114030161,114030161101,241.7122,3,27,16,11,6,2,1,2,2,1,1,4,1,1,2,1,3,3,2,2,1,1,2,2,3,2,2,1,2,2,2,1,2,1,1,2,2,2,1,2,1,4,4,4,4,1,1,1,3,4,M,4,2,4,1,2,1,2,2,1,2,1,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,2,2,2,2,2,1,1,3,2,1,1,1,1,1,1,1,2,1,3,2,1,2,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,M,2,2,1,4,3,5,1,0.45,2.50,1.33,1.00,1.00,3.33,3.80,3.67,3.00,2.97,3.29,4
Austria,11,1,ISCED3B,3,11403016,114030161,114030161102,241.7122,3,27,16,11,5,4,1,2,1,1,1,4,1,1,2,1,1,3,1,1,1,1,2,3,3,2,2,1,2,1,M,1,2,1,1,1,2,2,1,2,1,5,1,2,1,2,2,1,3,4,4,4,3,3,1,3,1,3,3,1,1,1,1,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,1,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,1,1,M,1,1,1,1,1,1,1,4,3,5,1,0.57,2.91,1.17,1.14,1.00,3.33,3.40,4.00,4.00,3.89,3.14,4
Austria,11,1,ISCED3B,3,11403016,114030161,114030161103,241.7122,3,27,16,11,2,2,1,2,2,1,1,4,1,1,2,1,3,3,3,3,1,1,1,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,1,1,1,4,2,2,1,1,2,1,M,M,M,M,M,M,M,M,M,M,M,1,1,2,1,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,1,1,1,2,1,2,2,2,2,2,1,1,1,2,2,4,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,4,3,5,1,0.45,C,1.33,1.00,1.00,3.17,3.80,3.50,3.67,3.75,4.00,4
Austria,11,1,ISCED3B,3,11403018,114030181,114030181101,362.5683,2,9,12,7,5,2,2,1,1,1,1,4,4,1,2,1,3,3,3,3,1,1,1,3,3,1,2,1,1,2,2,2,2,2,1,1,2,1,2,2,1,3,4,4,4,2,2,1,1,2,2,2,2,2,1,1,1,1,2,2,1,1,1,4,4,4,2,2,4,3,4,4,2,3,3,3,2,2,1,4,4,4,4,4,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,2,2,2,2,3,3,3,2,3,2,2,2,4,1,0.36,1.55,1.67,1.86,1.00,3.67,4.00,4.00,4.00,2.50,2.71,4
Austria,11,1,ISCED3B,3,11403018,114030181,114030181102,362.5683,2,9,11,7,6,3,2,2,2,M,M,4,3,2,2,1,3,3,3,3,2,2,1,2,2,1,2,1,2,2,1,1,2,1,1,2,1,1,1,2,2,4,4,2,4,4,1,1,2,3,4,2,1,2,1,1,1,2,2,1,1,1,1,2,3,3,2,3,3,3,3,3,3,3,3,3,2,2,2,4,4,4,4,4,1,2,2,2,2,1,1,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,1,2,2,2,2,2,1,3,2,2,3,2,2,2,3,1,4,3,5,1,0.64,1.91,2.33,2.00,1.00,3.17,3.40,4.00,3.67,2.88,3.14,4
Austria,11,1,ISCED3B,3,11403020,114030201,114030201102,362.5683,2,23,24,1,6,4,M,1,M,1,1,3,4,2,1,M,3,3,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,4,2,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,3,3,3,2,2,3,3,2,3,3,4,3,4,2,2,3,4,4,4,4,4,2,4,2,2,2,2,4,3,4,4,4,1,1,1,2,3,3,1,1,2,3,2,3,2,3,3,1,3,1,1,3,1,1,1,2,2,2,3,1,1,2,2,1,1,2,3,1,2,1,5,4,5,1,0.27,1.55,2.33,1.86,1.00,1.83,2.20,3.08,2.33,3.38,3.29,2
Austria,11,1,ISCED3B,3,11403020,114030201,114030201103,362.5683,2,23,24,1,6,2,1,1,1,1,1,4,4,1,2,1,3,3,1,1,1,1,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,5,1,2,1,1,1,1,2,2,2,4,2,4,2,1,1,2,1,1,1,2,2,4,4,3,4,3,2,2,3,1,2,4,4,3,4,4,3,4,4,4,4,4,1,1,2,2,1,2,2,3,3,2,4,1,1,2,2,1,1,1,1,1,2,1,1,1,2,2,2,1,1,1,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,3,4,5,1,0.18,2.09,1.67,2.29,1.00,2.33,3.60,3.67,3.33,3.00,2.71,4
Austria,11,1,ISCED3B,3,11403022,114030221,114030221101,343.4858,2,17,12,7,5,2,1,2,2,1,1,4,3,1,2,1,4,3,3,3,4,4,4,4,3,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,2,5,4,4,3,2,3,1,4,3,3,4,3,4,2,1,2,3,3,1,1,1,1,3,2,3,2,3,2,3,2,2,3,2,2,3,3,4,3,2,2,3,3,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,3,2,2,1,2,3,3,2,2,2,3,2,2,1,2,2,1,2,2,1,2,2,2,2,4,3,4,1,0.73,2.91,2.50,2.57,2.75,3.17,2.60,3.67,3.00,3.38,2.71,3
Austria,11,1,ISCED3B,3,11403022,114030221,114030221102,343.4858,2,17,4,5,5,2,1,1,1,1,1,4,1,1,M,1,M,3,M,M,M,M,2,2,2,2,2,1,1,1,2,1,1,1,2,1,2,2,1,1,1,5,2,2,2,1,1,1,2,2,2,3,3,4,4,2,1,4,3,1,1,1,2,1,1,1,2,1,1,1,2,2,1,2,4,4,3,2,4,4,4,2,2,1,1,1,2,2,1,3,1,4,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,4,3,5,1,0.64,2.73,3.83,2.71,2.25,2.17,3.80,4.00,4.00,4.00,3.00,3
Austria,11,1,ISCED3B,3,11403023,114030231,114030231101,362.5683,2,17,27,0,6,2,2,1,2,1,1,4,2,2,2,1,1,3,1,3,1,1,1,1,2,2,M,1,1,2,2,1,2,2,2,2,2,2,1,1,1,3,4,1,2,1,1,1,1,4,4,4,1,1,1,1,1,1,2,1,1,2,1,2,4,4,1,2,2,2,2,2,3,4,2,3,3,3,3,4,3,3,3,4,1,3,2,1,4,2,3,3,1,2,3,1,1,3,4,4,4,1,1,1,1,3,4,3,4,4,3,3,3,1,4,2,2,1,3,3,2,2,1,1,1,1,1,2,1,1,1,2,1,4,4,5,1,0.36,1.91,2.50,2.43,1.50,3.00,2.40,2.50,1.33,3.88,2.86,1
Austria,11,1,ISCED3B,3,11403023,114030231,114030231102,362.5683,2,17,25,0,5,3,2,1,1,1,1,4,2,1,1,1,2,2,2,2,1,2,1,2,3,2,2,1,2,2,2,2,2,1,2,2,1,2,1,2,2,3,3,2,1,1,1,1,M,2,2,2,2,3,1,1,1,1,2,1,1,1,1,4,4,4,4,4,4,2,2,2,3,3,3,3,1,1,1,4,4,3,4,4,1,1,1,1,1,2,1,2,1,2,2,1,1,2,4,3,1,1,1,1,1,1,2,2,4,2,1,2,2,1,4,3,3,1,3,2,2,3,1,1,3,1,2,3,2,2,1,3,1,4,3,5,1,0.27,1.74,1.00,2.43,1.00,3.33,4.00,3.42,2.33,3.13,2.57,2
