COUNTRY,CNT,EU,LEVEL,EXPLICIT,SCHOOLID,CLASSID,TEID,FSTWT,N_Teachers_Part,N_Students_Part,TE01Q01,TE01Q02,TE02Q01,TE03Q01,TE04Q01,TE04Q02,TE04Q03,TE05Q01,TE05Q02,TE06Q01,TE07Q01,TE08Q01,TE08Q02,TE08Q03,TE09Q01,TE09Q02,TE09Q03,TE09Q04,TE09Q05,TE09Q06,TE09Q07,TE09Q08,TE09Q09,TE10Q01,TE11Q01,TE12Q01,TE12Q02,TE13Q01,TE14Q01,TE14Q02,TE14Q03,TE14Q04,TE14Q05,TE14Q06,TE14Q07,TE14Q08,TE14Q09,TE14Q10,TE14Q11,TE15Q01,TE16Q01,TE16Q02,TE16Q03,TE16Q04,TE16Q05,TE17Q01,TE18Q01,TE18Q02,TE18Q03,TE18Q04,TE18Q05,TE18Q06,TE18Q07,TE18Q08,TE18Q09,TE18Q10,TE18Q11,TE19Q01,TE19Q02,TE19Q03,TE19Q04,TE20Q01,TE20Q02,TE20Q03,TE20Q04,TE20Q05,TE20Q06,TE20Q07,TE20Q08,TE20Q09,TE20Q10,TE20Q11,TE20Q12,TE20Q13,TE20Q14,TE20Q15,TE20Q16,TE20Q17,TE20Q18,TE20Q19,TE20Q20,TE20Q21,TE21Q01,TE21Q02,TE21Q03,TE21Q04,TE21Q05,TE21Q06,TE21Q07,TE21Q08,TE21Q09,TE21Q10,TE21Q11,TE22Q01,TE22Q02,TE22Q03,TE22Q04,TE22Q05,TE22Q06,TE22Q07,TE22Q08,TE22Q09,TE22Q10,TE22Q11,TE22Q12,TE22Q13,TE22Q14,TE22Q15,TE22Q16,TE22Q17,TE22Q18,TE22Q19,TE22Q20,TE23Q01,TE23Q02,TE23Q03,TE23Q04,TE23Q05,TE23Q06,TE23Q07,TE24Q01,TE24Q02,TE24Q03,TE24Q04,TE24Q05,TE24Q06,TE24Q07,TE24Q08,TE24Q09,TE24Q10,TE25Q01,TE26Q01,TE27Q01,TE28Q01,TE29Q01,TE14_ProfDev,TE18_TeachAct,TE20_Equip,TE20_Ped,TE20_Goal,TE21_StudCentered,TE21_TeachCentered,TE22_skills,TE22_Commun,TE24_Attitude,TE23_Opinion,DIGSUPTE_Cluster
Austria,11,1,ISCED1,3,11103301,111033011,111033011101,763.7222,1,23,12,11,1,4,M,M,M,1,1,4,8,M,M,1,M,1,M,1,M,M,M,1,1,2,2,1,1,2,1,1,M,M,M,M,M,M,1,M,M,2,2,M,M,M,M,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,4,4,2,2,1,1,2,3,2,1,2,2,1,3,4,4,2,4,1,1,1,2,2,2,2,4,2,3,3,2,1,3,3,4,2,2,2,2,3,M,4,4,4,4,4,M,M,2,4,2,3,2,3,2,2,2,2,2,2,2,2,2,2,3,1,2,1,6,4,5,1,C,1.45,2.33,3.29,1.75,2.33,3.60,2.21,1.00,2.88,2.71,4
Austria,11,1,ISCED1,3,11103309,111033091,111033091101,763.7222,1,20,11,10,1,4,M,1,M,1,2,3,6,2,1,2,3,2,2,1,1,2,1,2,1,2,2,2,2,2,1,2,2,1,1,2,2,2,2,1,2,4,4,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,1,1,1,1,2,1,1,2,2,2,1,1,3,1,2,3,1,1,2,3,1,1,2,2,1,2,2,1,1,2,2,1,1,3,3,4,2,2,1,3,4,3,4,3,4,4,3,4,4,4,4,2,1,2,3,4,4,4,2,2,3,2,1,3,2,3,2,1,1,5,3,4,2,0.36,1.18,3.67,3.57,2.75,3.33,3.60,2.25,1.33,2.75,2.14,4
Austria,11,1,ISCED1,3,11103313,111033131,111033131101,763.7222,1,20,7,13,1,4,2,1,1,1,1,2,5,2,2,1,3,3,1,1,1,1,1,3,1,2,2,1,2,2,1,2,1,2,1,2,1,1,1,1,2,5,2,4,1,2,1,1,4,3,4,2,2,3,1,1,1,2,2,1,1,1,1,4,4,4,2,4,4,2,3,2,4,4,4,2,4,4,3,4,4,2,4,4,1,1,1,2,1,2,2,1,1,2,1,1,1,2,2,2,1,1,1,1,2,1,3,2,4,2,3,1,1,1,4,2,2,1,2,2,1,2,1,1,2,1,2,2,2,3,1,4,1,4,3,4,1,0.64,2.27,1.33,2.00,1.00,3.50,3.80,3.33,2.33,3.25,3.29,3
Austria,11,1,ISCED1,3,11103326,111033261,111033261101,763.7222,1,23,12,11,1,4,2,2,2,1,1,3,6,1,2,1,M,3,1,1,1,1,1,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,4,M,2,1,2,4,M,2,1,1,4,1,1,2,4,1,1,1,1,1,2,2,4,1,1,1,1,1,1,2,1,4,1,3,4,4,4,4,1,1,4,2,1,2,2,2,2,4,2,1,2,3,1,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,2,2,1,3,3,3,2,3,1,3,2,1,2,2,3,1,1,1,4,2,5,2,0.09,2.15,3.17,3.43,1.75,3.00,2.80,3.50,4.00,2.88,2.71,2
Austria,11,1,ISCED1,3,11103341,111033411,111033411101,763.7222,1,18,6,10,1,4,M,1,M,1,1,3,6,M,M,1,M,3,M,M,M,M,M,M,M,2,2,2,M,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,4,4,4,4,4,4,4,4,4,4,4,1,1,2,2,2,2,1,4,3,3,3,2,1,2,2,4,1,1,1,1,4,3,4,3,4,3,3,4,3,3,4,4,4,4,4,4,4,4,2,2,3,2,3,3,3,3,2,2,1,5,4,4,2,0.00,1.27,4.00,2.57,1.00,2.17,3.60,2.67,1.67,2.38,1.00,4
Austria,11,1,ISCED1,3,11103628,111036281,111036281101,763.7222,1,23,14,9,1,4,M,M,1,1,1,2,6,M,M,1,3,3,1,1,1,2,2,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2,2,2,1,1,1,3,1,2,1,1,3,1,1,1,1,1,1,1,1,1,4,4,4,4,2,4,4,4,4,4,4,4,4,2,3,3,4,4,4,4,4,2,1,1,1,2,1,2,1,1,1,1,1,1,4,4,4,1,2,2,3,4,4,4,4,4,4,4,1,3,3,4,2,2,1,2,2,2,2,2,1,3,2,2,2,2,3,1,2,1,4,3,2,2,0.09,1.45,1.33,1.00,1.00,4.00,3.40,1.92,1.00,2.88,3.14,3
Austria,11,1,ISCED1,3,11103633,111036331,111036331101,673.8725,1,15,7,10,1,4,1,1,M,1,1,4,1,M,1,1,M,3,M,3,M,2,3,2,3,1,2,1,2,2,2,2,1,1,2,2,2,2,1,1,1,5,1,1,1,2,2,1,2,2,2,1,2,2,1,1,4,1,1,1,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,2,1,1,4,3,2,1,2,1,1,1,2,3,1,1,1,1,4,1,1,3,3,3,1,4,1,1,1,1,2,1,4,3,4,3,1,1,3,1,2,3,2,2,1,1,1,6,4,5,1,0.45,1.73,1.00,1.00,1.00,3.17,3.40,3.50,2.00,3.13,2.43,3
Austria,11,1,ISCED1,3,11103636,111036361,111036361101,763.7222,1,18,12,6,1,4,2,2,2,1,2,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,1,1,1,2,1,3,2,4,3,3,4,1,1,4,4,3,1,1,1,2,4,4,4,4,4,4,2,2,4,4,4,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,4,1,C,C,C,C,C,1.83,3.80,2.42,1.00,4.00,3.43,C
Austria,11,1,ISCED1,3,11103638,111036381,111036381101,763.7222,1,20,11,9,1,4,2,2,1,1,1,2,5,2,1,1,2,2,2,1,1,1,1,2,1,2,2,2,2,2,1,1,1,2,1,2,2,1,2,1,2,5,2,2,1,2,3,1,4,4,4,2,3,3,1,1,3,1,2,1,1,2,1,3,2,3,1,2,2,2,2,2,2,3,2,2,2,2,3,3,2,2,2,3,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,4,3,1,1,1,3,2,3,3,3,3,2,3,2,2,4,2,2,2,2,2,3,3,1,1,2,2,1,2,2,2,2,2,1,3,1,4,1,0.55,2.55,2.83,2.86,2.50,3.33,3.80,3.08,2.00,3.38,2.71,4
Austria,11,1,ISCED1,3,11103639,111036391,111036391101,763.7222,1,8,6,14,1,4,2,2,2,1,1,4,4,2,2,1,3,2,3,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,4,2,1,1,1,1,3,3,2,1,2,1,1,1,1,1,1,2,2,1,3,2,3,4,2,2,3,3,4,4,4,2,4,4,4,4,4,4,4,4,4,3,1,1,2,3,2,3,3,4,2,2,1,1,2,3,3,1,2,1,2,4,3,4,4,4,4,4,4,3,3,4,3,3,2,3,3,2,4,2,2,2,3,2,3,2,2,1,1,1,4,3,4,1,0.09,1.55,2.33,1.57,1.00,2.50,2.80,2.50,1.00,2.75,2.14,3
Austria,11,1,ISCED1,3,11103643,111036431,111036431101,763.7222,1,18,10,8,3,2,2,2,1,1,2,4,4,2,2,1,1,3,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,3,4,2,1,1,1,1,3,2,2,1,1,3,1,1,1,1,2,1,1,2,1,2,3,3,4,4,2,3,3,3,2,3,3,4,3,2,3,3,4,4,4,4,1,1,1,2,2,3,3,3,2,2,4,1,1,1,2,2,3,2,1,2,4,4,2,4,1,4,2,4,3,2,4,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,1,4,3,4,1,0.27,1.64,2.00,2.00,1.25,2.33,3.40,2.83,2.00,3.25,3.29,3
Austria,11,1,ISCED1,3,11103658,111036581,111036581101,763.7222,1,18,10,8,1,4,M,1,M,1,1,2,5,M,M,1,2,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,2,1,2,4,4,4,1,4,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,2,2,2,2,4,2,2,1,1,1,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,1,1,3,1,5,1,0.00,2.27,3.67,2.71,2.75,4.00,4.00,2.92,3.00,3.75,3.29,4
Austria,11,1,ISCED1,4,11104001,111040011,111040011101,675.1397,1,14,9,7,1,4,2,2,2,1,1,2,6,1,2,1,3,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,M,1,1,1,1,1,1,2,2,1,2,2,1,1,1,2,1,1,1,2,3,2,2,2,2,1,4,4,3,2,2,1,1,2,2,1,3,2,4,4,3,4,1,1,3,4,4,2,1,1,1,4,3,4,3,4,1,3,4,4,4,4,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,1,3,2,4,1,0.00,1.16,3.50,3.29,2.00,1.67,3.60,2.42,2.33,2.75,2.86,4
Austria,11,1,ISCED1,4,11104010,111040101,111040101101,771.5882,1,17,8,9,4,4,2,2,2,1,1,4,6,1,1,2,1,3,1,2,1,1,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,1,1,2,2,2,1,2,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,3,1,1,2,1,2,2,2,2,2,3,1,2,3,2,2,1,4,2,3,4,2,1,1,1,2,2,1,2,1,1,2,2,2,3,3,2,1,2,2,2,4,3,3,2,2,3,2,3,1,1,2,1,2,3,2,3,3,2,1,6,5,5,1,0.18,1.64,4.00,3.29,2.75,2.67,2.60,3.50,2.33,3.13,2.43,4
Austria,11,1,ISCED1,4,11104016,111040161,111040161101,771.5882,1,14,6,8,1,4,2,2,2,1,2,4,7,2,2,2,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,1,2,2,2,1,1,3,1,2,4,2,3,2,2,2,2,3,3,4,4,4,4,4,3,3,3,4,2,2,1,2,2,3,2,3,2,3,2,2,3,3,2,4,1,1,5,4,4,1,0.00,1.00,4.00,4.00,3.50,3.17,3.60,2.33,1.00,2.50,3.00,4
Austria,11,1,ISCED1,4,11104017,111040171,111040171101,771.5882,1,16,10,6,1,4,2,2,2,1,1,4,5,M,M,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,4,1,1,2,1,1,1,2,4,4,1,1,2,1,1,1,2,1,2,1,2,1,3,3,2,1,1,3,2,2,2,3,3,2,2,2,2,3,4,3,2,3,3,1,2,2,2,2,3,4,4,4,2,2,2,1,2,3,3,1,1,1,2,3,3,3,3,3,4,1,2,2,2,4,2,3,2,2,2,2,2,2,1,2,2,1,2,2,3,1,1,2,4,3,4,1,0.18,1.82,2.83,2.71,1.75,2.17,2.80,2.92,1.67,3.13,2.86,4
Austria,11,1,ISCED1,4,11104022,111040221,111040221101,771.5882,1,17,8,9,1,4,2,2,2,1,1,3,6,2,2,1,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,M,M,2,1,1,1,1,3,1,2,3,2,1,1,2,1,1,1,1,1,2,4,2,4,4,2,4,4,4,4,4,4,2,2,2,4,4,4,4,4,4,1,1,2,2,1,3,1,3,1,2,4,3,1,3,4,4,4,2,3,4,4,4,4,3,4,1,2,3,4,4,4,3,3,2,M,3,3,4,M,2,M,M,M,M,2,2,1,2,1,4,3,5,2,0.00,1.64,2.00,1.29,1.00,2.50,3.80,1.58,2.33,C,2.09,4
